STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,shortCode
MAHARASHTRA,2001,Service (Government),0,51,111,57,3,222,0,19,15,3,0,37,259,MH
MAHARASHTRA,2001,Service (Private),0,346,561,337,40,1284,0,74,48,21,2,145,1429,MH
MAHARASHTRA,2001,Public Sector Undertaking,0,33,40,38,2,113,0,7,3,1,0,11,124,MH
MAHARASHTRA,2001,Student,81,337,15,0,0,433,78,273,5,0,0,356,789,MH
MAHARASHTRA,2001,Unemployed,0,386,357,162,51,956,0,60,19,17,5,101,1057,MH
MAHARASHTRA,2001,Self-employed (Business activity),0,118,157,108,18,401,0,10,16,11,0,37,438,MH
MAHARASHTRA,2001,Professional Activity,0,62,106,54,22,244,0,6,5,9,4,24,268,MH
MAHARASHTRA,2001,Farming/Agriculture Activity,11,789,1263,643,239,2945,13,278,205,72,23,591,3536,MH
MAHARASHTRA,2001,Retired Person,0,0,6,39,125,170,0,0,0,5,7,12,182,MH
MAHARASHTRA,2001,Total,128,2805,3670,1938,797,9338,133,2633,1607,617,290,5280,14618,MH
MAHARASHTRA,2001,Total Salaried,0,430,712,432,45,1619,0,100,66,25,2,193,1812,MH
MAHARASHTRA,2001,Total Self-employed,44,1609,2510,1276,556,5995,40,522,427,173,69,1231,7226,MH
MANIPUR,2001,Others (Please Specify),0,4,5,3,1,13,0,7,0,0,0,7,20,MN
MANIPUR,2001,House Wife,0,0,0,0,0,0,0,3,5,1,0,9,9,MN
MANIPUR,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Public Sector Undertaking,0,3,0,0,0,3,0,0,0,0,0,0,3,MN
MANIPUR,2001,Student,1,5,0,0,0,6,0,1,0,0,0,1,7,MN
MANIPUR,2001,Unemployed,0,0,0,2,0,2,0,0,0,0,0,0,2,MN
MANIPUR,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,MN
MANIPUR,2001,Total,1,12,5,5,1,24,0,11,5,1,0,17,41,MN
MANIPUR,2001,Total Salaried,0,3,0,0,0,3,0,0,0,0,0,0,3,MN
MANIPUR,2001,Total Self-employed,0,0,4,3,1,8,0,3,0,0,0,3,11,MN
MEGHALAYA,2001,Others (Please Specify),0,8,16,4,1,29,0,3,0,3,1,7,36,ML
MEGHALAYA,2001,House Wife,0,0,0,0,0,0,0,3,1,0,0,4,4,ML
MEGHALAYA,2001,Service (Government),0,1,6,0,1,8,0,1,1,0,0,2,10,ML
MEGHALAYA,2001,Service (Private),0,0,2,0,0,2,0,0,0,0,0,0,2,ML
MEGHALAYA,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,ML
MEGHALAYA,2001,Student,1,4,2,0,0,7,0,0,0,0,0,0,7,ML
MEGHALAYA,2001,Unemployed,0,7,3,0,2,12,0,2,0,0,0,2,14,ML
MEGHALAYA,2001,Self-employed (Business activity),0,2,2,0,0,4,0,0,0,0,0,0,4,ML
MEGHALAYA,2001,Professional Activity,0,0,1,1,0,2,0,0,0,0,0,0,2,ML
MEGHALAYA,2001,Farming/Agriculture Activity,0,0,2,0,0,2,0,2,0,0,0,2,4,ML
MEGHALAYA,2001,Retired Person,0,0,2,0,1,3,0,0,0,0,1,1,4,ML
MEGHALAYA,2001,Total,1,22,36,5,5,69,0,11,2,3,2,18,87,ML
MEGHALAYA,2001,Total Salaried,0,1,8,0,1,10,0,1,1,0,0,2,12,ML
MEGHALAYA,2001,Total Self-employed,0,10,19,5,0,34,0,5,0,3,1,9,43,ML
MIZORAM,2001,Others (Please Specify),4,5,5,4,1,19,0,0,1,0,1,2,21,MZ
MIZORAM,2001,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2001,Service (Government),0,2,1,0,0,3,0,0,0,0,0,0,3,MZ
MIZORAM,2001,Service (Private),0,2,0,0,0,2,0,0,0,0,0,0,2,MZ
MIZORAM,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2001,Student,1,11,0,0,0,12,0,1,0,0,0,1,13,MZ
MIZORAM,2001,Unemployed,2,2,4,1,0,9,0,2,1,2,0,5,14,MZ
MIZORAM,2001,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2001,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1,MZ
MIZORAM,2001,Total,7,22,10,5,2,46,0,3,2,2,1,8,54,MZ
MIZORAM,2001,Total Salaried,0,4,1,0,0,5,0,0,0,0,0,0,5,MZ
MIZORAM,2001,Total Self-employed,0,5,0,4,1,10,0,0,1,0,1,2,12,MZ
NAGALAND,2001,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1,NG
NAGALAND,2001,House Wife,0,0,0,0,0,0,0,2,4,0,0,6,6,NG
NAGALAND,2001,Service (Government),0,1,3,1,0,5,0,0,1,0,0,1,6,NG
NAGALAND,2001,Service (Private),0,1,3,0,0,4,0,1,0,0,0,1,5,NG
NAGALAND,2001,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2001,Student,0,0,0,0,0,0,0,0,0,1,0,1,1,NG
NAGALAND,2001,Unemployed,0,5,7,1,0,13,0,4,0,2,0,6,19,NG
NAGALAND,2001,Self-employed (Business activity),0,0,2,0,0,2,0,0,0,0,0,0,2,NG
NAGALAND,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2001,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2001,Total,0,8,15,2,0,25,0,7,5,3,0,15,40,NG
NAGALAND,2001,Total Salaried,0,2,6,1,0,9,0,1,1,0,0,2,11,NG
NAGALAND,2001,Total Self-employed,0,0,2,0,0,2,0,0,0,0,0,0,2,NG
ODISHA,2001,Others (Please Specify),12,274,292,251,90,919,33,236,202,85,44,600,1519,OD
ODISHA,2001,House Wife,0,0,0,0,0,0,2,347,330,135,26,840,840,OD
ODISHA,2001,Service (Government),0,23,25,8,0,56,0,13,6,1,0,20,76,OD
ODISHA,2001,Service (Private),0,58,52,32,8,150,0,49,27,7,0,83,233,OD
ODISHA,2001,Public Sector Undertaking,0,16,20,5,0,41,0,13,17,2,2,34,75,OD
ODISHA,2001,Student,24,111,9,0,0,144,27,94,0,1,2,124,268,OD
ODISHA,2001,Unemployed,0,87,100,26,7,220,0,67,33,1,0,101,321,OD
ODISHA,2001,Self-employed (Business activity),0,71,111,104,9,295,0,36,46,20,2,104,399,OD
ODISHA,2001,Professional Activity,0,10,13,6,2,31,0,4,0,0,2,6,37,OD
ODISHA,2001,Farming/Agriculture Activity,0,56,87,47,17,207,0,22,18,8,1,49,256,OD
ODISHA,2001,Retired Person,0,2,0,13,11,26,0,0,0,0,2,2,28,OD
ODISHA,2001,Total,36,708,709,492,144,2089,62,881,679,260,81,1963,4052,OD
ODISHA,2001,Total Salaried,0,97,97,45,8,247,0,75,50,10,2,137,384,OD
ODISHA,2001,Total Self-employed,6,257,393,326,93,1075,16,219,208,91,41,575,1650,OD
PUDUCHERRY,2001,Others (Please Specify),0,18,26,15,1,60,0,2,0,0,0,2,62,PY
PUDUCHERRY,2001,House Wife,0,0,0,0,0,0,0,63,46,18,7,134,134,PY
PUDUCHERRY,2001,Service (Government),0,0,5,0,0,5,0,0,0,1,0,1,6,PY
PUDUCHERRY,2001,Service (Private),0,26,44,22,2,94,0,5,1,0,0,6,100,PY
PUDUCHERRY,2001,Public Sector Undertaking,0,0,1,3,0,4,0,0,0,1,0,1,5,PY
PUDUCHERRY,2001,Student,2,7,0,0,0,9,4,18,0,0,0,22,31,PY
PUDUCHERRY,2001,Unemployed,0,14,6,5,26,51,2,27,3,0,0,32,83,PY
PUDUCHERRY,2001,Self-employed (Business activity),0,7,5,4,1,17,0,0,0,0,0,0,17,PY
PUDUCHERRY,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,PY
PUDUCHERRY,2001,Farming/Agriculture Activity,0,10,28,35,10,83,0,5,1,2,0,8,91,PY
PUDUCHERRY,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,PY
PUDUCHERRY,2001,Total,2,82,115,84,40,323,6,120,51,22,7,206,529,PY
PUDUCHERRY,2001,Total Salaried,0,26,50,25,2,103,0,5,1,2,0,8,111,PY
PUDUCHERRY,2001,Total Self-employed,0,35,59,54,12,160,0,7,1,2,0,10,170,PY
PUNJAB,2001,Others (Please Specify),0,48,33,108,16,205,0,74,31,11,9,125,330,PN
PUNJAB,2001,House Wife,0,0,0,0,0,0,0,55,28,6,9,98,98,PN
PUNJAB,2001,Service (Government),0,5,5,3,1,14,0,3,0,0,0,3,17,PN
PUNJAB,2001,Service (Private),0,17,9,4,2,32,0,3,2,1,0,6,38,PN
PUNJAB,2001,Public Sector Undertaking,0,4,2,1,1,8,0,2,1,0,0,3,11,PN
PUNJAB,2001,Student,0,5,0,0,0,5,0,3,0,0,0,3,8,PN
PUNJAB,2001,Unemployed,0,24,15,3,19,61,0,6,4,0,0,10,71,PN
PUNJAB,2001,Self-employed (Business activity),0,9,0,6,1,16,0,0,0,1,0,1,17,PN
PUNJAB,2001,Professional Activity,1,3,0,1,2,7,0,0,0,0,0,0,7,PN
PUNJAB,2001,Farming/Agriculture Activity,0,14,0,9,19,42,0,3,0,0,0,3,45,PN
PUNJAB,2001,Retired Person,0,0,0,0,6,6,0,0,0,0,0,0,6,PN
PUNJAB,2001,Total,1,129,64,135,67,396,0,149,66,19,18,252,648,PN
PUNJAB,2001,Total Salaried,0,26,16,8,4,54,0,8,3,1,0,12,66,PN
PUNJAB,2001,Total Self-employed,1,43,0,20,26,90,0,5,1,1,0,7,97,PN
RAJASTHAN,2001,Others (Please Specify),50,169,235,167,74,695,28,95,67,12,14,216,911,RJ
RAJASTHAN,2001,House Wife,0,0,0,0,0,0,2,391,265,101,24,783,783,RJ
RAJASTHAN,2001,Service (Government),0,14,33,12,0,59,0,2,0,1,0,3,62,RJ
RAJASTHAN,2001,Service (Private),0,88,84,36,10,218,0,14,11,2,0,27,245,RJ
RAJASTHAN,2001,Public Sector Undertaking,0,24,41,7,0,72,0,4,6,1,0,11,83,RJ
RAJASTHAN,2001,Student,34,68,14,5,0,121,30,53,0,0,0,83,204,RJ
RAJASTHAN,2001,Unemployed,0,89,70,18,2,179,0,19,2,0,0,21,200,RJ
RAJASTHAN,2001,Self-employed (Business activity),0,56,49,29,9,143,0,8,3,0,0,11,154,RJ
RAJASTHAN,2001,Professional Activity,1,13,14,11,1,40,0,0,0,0,0,0,40,RJ
RAJASTHAN,2001,Farming/Agriculture Activity,1,156,173,78,16,424,1,38,33,5,4,81,505,RJ
RAJASTHAN,2001,Retired Person,0,0,0,0,8,8,0,0,0,0,0,0,8,RJ
RAJASTHAN,2001,Total,86,677,713,363,120,1959,61,624,387,122,42,1236,3195,RJ
RAJASTHAN,2001,Total Salaried,0,126,158,55,10,349,0,20,17,4,0,41,390,RJ
RAJASTHAN,2001,Total Self-employed,47,313,363,210,55,988,22,111,64,10,16,223,1211,RJ
SIKKIM,2001,Others (Please Specify),0,9,6,1,0,16,0,0,0,0,0,0,16,SK
SIKKIM,2001,House Wife,0,0,0,0,0,0,0,2,10,0,0,12,12,SK
SIKKIM,2001,Service (Government),0,1,1,0,0,2,0,2,1,0,0,3,5,SK
SIKKIM,2001,Service (Private),0,3,4,0,0,7,0,0,0,0,0,0,7,SK
SIKKIM,2001,Public Sector Undertaking,0,1,0,0,0,1,0,0,0,0,0,0,1,SK
SIKKIM,2001,Student,0,1,0,0,0,1,2,2,0,0,0,4,5,SK
SIKKIM,2001,Unemployed,0,4,3,0,1,8,0,3,1,0,0,4,12,SK
SIKKIM,2001,Self-employed (Business activity),0,0,3,0,0,3,0,0,0,0,0,0,3,SK
SIKKIM,2001,Professional Activity,0,2,6,0,0,8,0,3,4,0,0,7,15,SK
SIKKIM,2001,Farming/Agriculture Activity,0,6,4,4,2,16,0,2,0,0,0,2,18,SK
SIKKIM,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,SK
SIKKIM,2001,Total,0,27,27,5,3,62,2,14,16,0,0,32,94,SK
SIKKIM,2001,Total Salaried,0,5,5,0,0,10,0,2,1,0,0,3,13,SK
SIKKIM,2001,Total Self-employed,0,17,19,5,2,43,0,5,4,0,0,9,52,SK
TAMIL NADU,2001,Others (Please Specify),82,764,913,534,226,2519,73,340,315,205,93,1026,3545,TN
TAMIL NADU,2001,House Wife,0,0,0,0,0,0,0,822,632,226,75,1755,1755,TN
TAMIL NADU,2001,Service (Government),0,21,63,79,3,166,0,23,33,10,1,67,233,TN
TAMIL NADU,2001,Service (Private),2,221,375,207,45,850,3,89,89,48,5,234,1084,TN
TAMIL NADU,2001,Public Sector Undertaking,0,75,78,50,4,207,0,45,42,9,2,98,305,TN
TAMIL NADU,2001,Student,46,180,10,0,0,236,39,116,7,6,0,168,404,TN
TAMIL NADU,2001,Unemployed,6,333,540,402,49,1330,21,178,238,76,15,528,1858,TN
TAMIL NADU,2001,Self-employed (Business activity),2,134,309,164,47,656,2,12,11,31,1,57,713,TN
TAMIL NADU,2001,Professional Activity,3,83,141,58,9,294,0,14,27,23,0,64,358,TN
TAMIL NADU,2001,Farming/Agriculture Activity,5,304,253,170,94,826,7,63,50,24,15,159,985,TN
TAMIL NADU,2001,Retired Person,0,0,0,9,35,44,0,0,0,0,6,6,50,TN
TAMIL NADU,2001,Total,146,2115,2682,1673,512,7128,145,1702,1444,658,213,4162,11290,TN
TAMIL NADU,2001,Total Salaried,2,317,516,336,52,1223,3,157,164,67,8,399,1622,TN
TAMIL NADU,2001,Total Self-employed,28,1013,1211,705,285,3242,17,305,260,200,71,853,4095,TN
TRIPURA,2001,Others (Please Specify),6,68,101,70,29,274,5,61,126,51,19,262,536,TR
TRIPURA,2001,House Wife,0,0,0,0,0,0,0,20,40,8,3,71,71,TR
TRIPURA,2001,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,TR
TRIPURA,2001,Service (Private),0,2,10,1,0,13,0,0,0,2,0,2,15,TR
TRIPURA,2001,Public Sector Undertaking,0,0,0,0,0,0,0,3,0,0,0,3,3,TR
TRIPURA,2001,Student,10,18,9,0,0,37,5,10,18,0,0,33,70,TR
TRIPURA,2001,Unemployed,2,20,14,2,2,40,2,10,1,1,0,14,54,TR
TRIPURA,2001,Self-employed (Business activity),0,9,30,10,0,49,0,2,0,0,0,2,51,TR
TRIPURA,2001,Professional Activity,0,4,4,1,0,9,0,2,2,0,0,4,13,TR
TRIPURA,2001,Farming/Agriculture Activity,0,10,26,3,2,41,0,0,0,0,0,0,41,TR
TRIPURA,2001,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,TR
TRIPURA,2001,Total,18,131,194,87,33,463,12,108,187,62,22,391,854,TR
TRIPURA,2001,Total Salaried,0,2,10,1,0,13,0,3,0,2,0,5,18,TR
TRIPURA,2001,Total Self-employed,0,39,85,20,5,149,0,14,3,4,4,25,174,TR
UTTAR PRADESH,2001,Others (Please Specify),16,86,105,63,32,302,23,113,76,50,36,298,600,UP
UTTAR PRADESH,2001,House Wife,0,0,0,0,0,0,13,577,374,87,24,1075,1075,UP
UTTAR PRADESH,2001,Service (Government),0,8,16,6,1,31,0,15,11,0,0,26,57,UP
UTTAR PRADESH,2001,Service (Private),1,113,85,39,1,239,1,34,23,15,0,73,312,UP
UTTAR PRADESH,2001,Public Sector Undertaking,0,22,11,4,2,39,0,5,2,0,0,7,46,UP
UTTAR PRADESH,2001,Student,38,82,3,0,0,123,20,66,2,0,0,88,211,UP
UTTAR PRADESH,2001,Unemployed,12,167,96,34,7,316,2,12,4,2,0,20,336,UP
UTTAR PRADESH,2001,Self-employed (Business activity),0,55,37,33,6,131,0,7,1,0,0,8,139,UP
UTTAR PRADESH,2001,Professional Activity,0,8,17,9,3,37,0,1,2,1,0,4,41,UP
UTTAR PRADESH,2001,Farming/Agriculture Activity,6,175,175,140,82,578,4,39,40,19,8,110,688,UP
UTTAR PRADESH,2001,Retired Person,0,0,0,2,3,5,0,1,2,1,2,6,11,UP
UTTAR PRADESH,2001,Total,73,716,545,330,137,1801,63,870,537,175,70,1715,3516,UP
UTTAR PRADESH,2001,Total Salaried,1,143,112,49,4,309,1,54,36,15,0,106,415,UP
UTTAR PRADESH,2001,Total Self-employed,17,295,295,227,111,945,15,135,102,67,44,363,1308,UP
UTTARAKHAND,2001,Others (Please Specify),0,8,16,11,2,37,0,11,10,1,0,22,59,UK
UTTARAKHAND,2001,House Wife,0,0,0,0,0,0,0,30,24,8,2,64,64,UK
UTTARAKHAND,2001,Service (Government),0,2,6,2,0,10,0,9,1,0,0,10,20,UK
UTTARAKHAND,2001,Service (Private),1,3,41,18,2,65,3,9,5,0,0,17,82,UK
UTTARAKHAND,2001,Public Sector Undertaking,0,1,1,0,0,2,0,0,0,0,0,0,2,UK
UTTARAKHAND,2001,Student,2,10,0,0,0,12,1,8,0,0,0,9,21,UK
UTTARAKHAND,2001,Unemployed,0,10,18,0,0,28,0,3,0,1,0,4,32,UK
UTTARAKHAND,2001,Self-employed (Business activity),0,4,0,4,0,8,0,0,0,0,0,0,8,UK
UTTARAKHAND,2001,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,UK
UTTARAKHAND,2001,Farming/Agriculture Activity,0,3,9,5,1,18,0,2,1,0,0,3,21,UK
UTTARAKHAND,2001,Retired Person,0,0,0,2,0,2,0,0,0,0,0,0,2,UK
UTTARAKHAND,2001,Total,3,41,91,42,5,182,4,72,41,10,2,129,311,UK
UTTARAKHAND,2001,Total Salaried,1,6,48,20,2,77,3,18,6,0,0,27,104,UK
UTTARAKHAND,2001,Total Self-employed,0,14,21,18,3,56,0,12,9,1,0,22,78,UK
WEST BENGAL,2001,Others (Please Specify),125,711,1114,787,324,3061,151,794,809,563,265,2582,5643,WB
WEST BENGAL,2001,House Wife,0,0,0,0,0,0,0,653,588,242,72,1555,1555,WB
WEST BENGAL,2001,Service (Government),0,42,65,68,7,182,0,38,65,13,5,121,303,WB
WEST BENGAL,2001,Service (Private),16,229,366,335,49,995,41,118,121,97,48,425,1420,WB
WEST BENGAL,2001,Public Sector Undertaking,0,170,111,137,55,473,0,93,104,64,8,269,742,WB
WEST BENGAL,2001,Student,132,263,2,0,0,397,73,331,13,0,0,417,814,WB
WEST BENGAL,2001,Unemployed,2,217,229,186,12,646,0,99,110,14,0,223,869,WB
WEST BENGAL,2001,Self-employed (Business activity),0,88,193,195,33,509,0,34,44,51,37,166,675,WB
WEST BENGAL,2001,Professional Activity,0,23,67,64,41,195,5,22,28,16,10,81,276,WB
WEST BENGAL,2001,Farming/Agriculture Activity,8,284,279,266,98,935,13,72,133,93,0,311,1246,WB
WEST BENGAL,2001,Retired Person,0,0,0,8,94,102,0,0,0,17,28,45,147,WB
WEST BENGAL,2001,Total,283,2027,2426,2046,713,7495,283,2254,2015,1170,473,6195,13690,WB
WEST BENGAL,2001,Total Salaried,16,441,542,540,111,1650,41,249,290,174,61,815,2465,WB
WEST BENGAL,2001,Total Self-employed,29,759,867,816,325,2796,42,399,470,375,119,1405,4201,WB
A & N ISLANDS,2002,Others (Please Specify),0,0,1,0,0,1,0,0,0,0,0,0,1,AN
A & N ISLANDS,2002,House Wife,0,0,0,0,0,0,0,22,13,6,3,44,44,AN
A & N ISLANDS,2002,Service (Government),0,2,8,8,0,18,0,0,1,0,0,1,19,AN
A & N ISLANDS,2002,Service (Private),0,20,16,13,7,56,0,0,0,0,0,0,56,AN
A & N ISLANDS,2002,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,AN
A & N ISLANDS,2002,Student,2,3,0,0,0,5,2,6,0,0,0,8,13,AN
A & N ISLANDS,2002,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,AN
A & N ISLANDS,2002,Self-employed (Business activity),0,1,0,0,0,1,0,0,0,0,0,0,1,AN
A & N ISLANDS,2002,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,AN
A & N ISLANDS,2002,Farming/Agriculture Activity,0,1,3,0,3,7,0,0,0,0,0,0,7,AN
A & N ISLANDS,2002,Retired Person,0,0,0,0,3,3,0,0,0,0,0,0,3,AN
A & N ISLANDS,2002,Total,2,27,28,21,13,91,2,28,14,6,3,53,144,AN
A & N ISLANDS,2002,Total Salaried,0,22,24,21,7,74,0,0,1,0,0,1,75,AN
A & N ISLANDS,2002,Total Self-employed,0,2,4,0,3,9,0,0,0,0,0,0,9,AN
ANDHRA PRADESH,2002,Others (Please Specify),39,696,1169,815,274,2993,55,382,337,115,112,1001,3994,AP
ANDHRA PRADESH,2002,House Wife,0,0,0,0,0,0,0,1009,773,319,91,2192,2192,AP
ANDHRA PRADESH,2002,Service (Government),0,19,56,25,0,100,0,6,10,5,0,21,121,AP
ANDHRA PRADESH,2002,Service (Private),0,248,248,126,7,629,0,44,24,15,4,87,716,AP
ANDHRA PRADESH,2002,Public Sector Undertaking,0,32,47,45,3,127,0,14,13,3,4,34,161,AP
ANDHRA PRADESH,2002,Student,48,238,15,2,0,303,72,134,2,0,0,208,511,AP
ANDHRA PRADESH,2002,Unemployed,0,276,283,115,0,674,0,114,37,18,0,169,843,AP
ANDHRA PRADESH,2002,Self-employed (Business activity),12,142,272,224,58,708,10,9,41,20,9,89,797,AP
ANDHRA PRADESH,2002,Professional Activity,0,74,129,124,45,372,0,7,18,24,5,54,426,AP
ANDHRA PRADESH,2002,Farming/Agriculture Activity,2,448,609,443,127,1629,2,85,119,53,8,267,1896,AP
ANDHRA PRADESH,2002,Retired Person,0,0,3,16,17,36,0,0,0,0,0,0,36,AP
ANDHRA PRADESH,2002,Total,101,2173,2831,1935,531,7571,139,1804,1374,572,233,4122,11693,AP
ANDHRA PRADESH,2002,Total Salaried,0,299,351,196,10,856,0,64,47,23,8,142,998,AP
ANDHRA PRADESH,2002,Total Self-employed,35,956,1412,1099,351,3853,19,194,309,168,72,762,4615,AP
ARUNACHAL PRADESH,2002,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0,AR
ARUNACHAL PRADESH,2002,House Wife,0,0,0,0,0,0,0,14,11,1,1,27,27,AR
ARUNACHAL PRADESH,2002,Service (Government),0,5,9,1,0,15,0,0,0,0,0,0,15,AR
ARUNACHAL PRADESH,2002,Service (Private),0,2,9,2,0,13,0,0,0,0,0,0,13,AR
ARUNACHAL PRADESH,2002,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,AR
ARUNACHAL PRADESH,2002,Student,1,3,0,0,0,4,1,4,0,0,0,5,9,AR
ARUNACHAL PRADESH,2002,Unemployed,0,1,0,1,0,2,0,4,0,0,0,4,6,AR
ARUNACHAL PRADESH,2002,Self-employed (Business activity),0,4,7,3,0,14,0,1,0,0,0,1,15,AR
ARUNACHAL PRADESH,2002,Professional Activity,0,0,1,0,0,1,0,0,0,0,0,0,1,AR
ARUNACHAL PRADESH,2002,Farming/Agriculture Activity,0,5,12,1,3,21,1,5,0,0,0,6,27,AR
ARUNACHAL PRADESH,2002,Retired Person,0,0,0,1,0,1,0,0,0,0,0,0,1,AR
ARUNACHAL PRADESH,2002,Total,1,20,38,9,3,71,2,28,11,1,1,43,114,AR
ARUNACHAL PRADESH,2002,Total Salaried,0,7,18,3,0,28,0,0,0,0,0,0,28,AR
ARUNACHAL PRADESH,2002,Total Self-employed,0,9,20,4,3,36,1,6,0,0,0,7,43,AR
ASSAM,2002,Others (Please Specify),16,215,255,173,32,691,14,82,69,25,6,196,887,AS
ASSAM,2002,House Wife,0,0,0,0,0,0,0,221,178,67,19,485,485,AS
ASSAM,2002,Service (Government),0,4,4,6,0,14,0,1,3,0,0,4,18,AS
ASSAM,2002,Service (Private),0,26,36,15,2,79,0,4,4,4,0,12,91,AS
ASSAM,2002,Public Sector Undertaking,0,25,20,17,2,64,0,5,2,1,0,8,72,AS
ASSAM,2002,Student,7,77,3,1,0,88,10,19,0,0,0,29,117,AS
ASSAM,2002,Unemployed,0,69,127,28,7,231,0,20,6,5,0,31,262,AS
ASSAM,2002,Self-employed (Business activity),0,73,106,60,0,239,0,11,6,3,0,20,259,AS
ASSAM,2002,Professional Activity,0,13,17,12,0,42,0,0,0,0,0,0,42,AS
ASSAM,2002,Farming/Agriculture Activity,0,62,112,69,5,248,0,13,7,3,0,23,271,AS
ASSAM,2002,Retired Person,0,0,0,0,6,6,0,0,0,0,0,0,6,AS
ASSAM,2002,Total,23,564,680,381,54,1702,24,376,275,108,25,808,2510,AS
ASSAM,2002,Total Salaried,0,55,60,38,4,157,0,10,9,5,0,24,181,AS
ASSAM,2002,Total Self-employed,6,286,386,268,20,966,5,80,53,26,2,166,1132,AS
BIHAR,2002,Others (Please Specify),18,79,60,45,12,214,6,51,31,12,1,101,315,BR
BIHAR,2002,House Wife,0,0,0,0,0,0,0,70,52,22,4,148,148,BR
BIHAR,2002,Service (Government),0,0,3,3,0,6,0,0,0,0,0,0,6,BR
BIHAR,2002,Service (Private),0,4,3,0,1,8,0,5,3,0,0,8,16,BR
BIHAR,2002,Public Sector Undertaking,0,0,0,1,0,1,0,0,0,0,0,0,1,BR
BIHAR,2002,Student,5,25,10,0,0,40,6,3,5,0,0,14,54,BR
BIHAR,2002,Unemployed,0,21,31,5,0,57,1,6,4,0,0,11,68,BR
BIHAR,2002,Self-employed (Business activity),0,8,12,6,0,26,0,0,0,0,0,0,26,BR
BIHAR,2002,Professional Activity,0,2,3,0,0,5,0,0,0,0,0,0,5,BR
BIHAR,2002,Farming/Agriculture Activity,0,18,40,8,2,68,0,10,1,1,0,12,80,BR
BIHAR,2002,Retired Person,0,0,0,0,1,1,0,0,0,0,0,0,1,BR
BIHAR,2002,Total,23,157,162,68,16,426,13,145,96,35,5,294,720,BR
BIHAR,2002,Total Salaried,0,4,6,4,1,15,0,5,3,0,0,8,23,BR
BIHAR,2002,Total Self-employed,0,42,81,29,4,156,0,21,5,4,0,30,186,BR
CHANDIGARH,2002,Others (Please Specify),0,16,12,1,0,29,0,3,1,0,0,4,33,CH
CHANDIGARH,2002,House Wife,0,0,0,0,0,0,0,13,5,1,2,21,21,CH
CHANDIGARH,2002,Service (Government),0,0,3,0,0,3,0,0,0,0,0,0,3,CH
CHANDIGARH,2002,Service (Private),0,0,10,2,0,12,0,0,1,0,0,1,13,CH
CHANDIGARH,2002,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2002,Student,0,5,0,0,0,5,0,4,0,0,0,4,9,CH
CHANDIGARH,2002,Unemployed,1,2,0,0,0,3,1,3,0,0,0,4,7,CH
CHANDIGARH,2002,Self-employed (Business activity),0,0,1,0,0,1,0,0,0,0,0,0,1,CH
CHANDIGARH,2002,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
